,Bus_Route_Name,Bus_Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Available
127,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,NueGo,Electric A/C Seater (2+2),0 days 22:00:00,05h 15m,0 days 03:15:00,4.3,348.00,30
128,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,NueGo,Electric A/C Seater (2+2),0 days 22:30:00,05h 25m,0 days 03:55:00,3.8,404.00,23
129,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 23:00:00,05h 20m,0 days 04:20:00,4.4,474.00,5
130,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,NueGo,Electric A/C Seater (2+2),0 days 23:00:00,05h 15m,0 days 04:15:00,4.0,348.00,25
131,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),0 days 23:00:00,05h 30m,0 days 04:30:00,4.3,380.00,34
132,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),0 days 23:15:00,04h 45m,0 days 04:00:00,4.5,444.00,7
133,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 23:30:00,05h 00m,0 days 04:30:00,4.8,474.00,12
134,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),0 days 23:35:00,04h 55m,0 days 04:30:00,4.7,380.00,37
135,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 23:40:00,05h 05m,0 days 04:45:00,4.6,350.00,11
136,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),0 days 23:45:00,04h 50m,0 days 04:35:00,4.7,396.00,23
137,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,NueGo,Electric A/C Seater (2+2),0 days 23:45:00,05h 15m,0 days 05:00:00,4.0,361.00,29
138,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Khurana Bus Service,Volvo A/C (2+2),0 days 20:50:00,05h 50m,0 days 02:40:00,2.8,297.00,20
139,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Khurana Bus Service,Volvo A/C (2+2),0 days 21:10:00,05h 30m,0 days 02:40:00,2.6,349.00,26
140,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),0 days 23:45:00,04h 25m,0 days 04:10:00,3.1,700.00,7
141,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),0 days 23:55:00,04h 50m,0 days 04:45:00,3.5,873.00,1
142,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),0 days 23:55:00,04h 50m,0 days 04:45:00,3.5,873.00,1
143,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 591,A/C Executive (2+3),0 days 21:00:00,06h 00m,0 days 03:00:00,3.9,385.00,42
144,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 567,Himsuta AC Seater Volvo/Scania 2+2,0 days 21:03:00,05h 27m,0 days 02:30:00,3.9,513.00,30
145,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 574,Ordinary 3+2 Non AC Seater,0 days 21:14:00,04h 36m,0 days 01:50:00,3.9,270.00,33
146,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 568,Ordinary 3+2 Non AC Seater,0 days 21:30:00,06h 35m,0 days 04:05:00,3.9,285.00,39
147,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 577,A/C Executive (2+3),0 days 21:40:00,05h 00m,0 days 02:40:00,5.0,280.00,36
148,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 571,Ordinary 3+2 Non AC Seater,0 days 21:40:00,04h 50m,0 days 02:30:00,3.9,280.00,34
149,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 600,Himsuta AC Seater Volvo/Scania 2+2,0 days 21:50:00,06h 10m,0 days 04:00:00,3.9,513.00,34
150,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 527,Ordinary 3+2 Non AC Seater,0 days 22:05:00,04h 55m,0 days 03:00:00,3.9,281.00,30
151,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 578,Ordinary 3+2 Non AC Seater,0 days 22:10:00,05h 30m,0 days 03:40:00,2.5,280.00,37
152,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 22,Himsuta AC Seater Volvo/Scania 2+2,0 days 23:00:00,05h 30m,0 days 04:30:00,3.9,523.00,25
153,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 582,Ordinary 3+2 Non AC Seater,0 days 23:05:00,05h 35m,0 days 04:40:00,4.6,285.00,37
154,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,0 days 23:20:00,05h 10m,0 days 04:30:00,4.4,528.00,28
155,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 564,Ordinary 3+2 Non AC Seater,0 days 23:40:00,06h 00m,0 days 05:40:00,3.9,280.00,37
156,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 60,Himsuta AC Seater Volvo/Scania 2+2,0 days 23:40:00,05h 00m,0 days 04:40:00,4.7,523.00,28
157,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 19:55:00,05h 10m,0 days 01:05:00,4.6,382.00,25
158,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 19:55:00,04h 45m,0 days 00:40:00,4.3,566.00,17
159,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),0 days 20:00:00,05h 00m,0 days 01:00:00,4.6,463.00,21
160,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 20:00:00,06h 25m,0 days 02:25:00,4.3,499.00,10
161,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Ashok Bus Service,VE A/C Seater / Sleeper (2+1),0 days 20:00:00,05h 30m,0 days 01:30:00,3.6,399.00,19
162,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Reo India Travels,Volvo A/C Semi Sleeper (2+2),0 days 20:00:00,04h 15m,0 days 00:15:00,3.9,520.00,9
163,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),0 days 20:00:00,03h 45m,0 days 23:45:00,3.0,539.00,13
164,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Reo India Travels,Volvo A/C Semi Sleeper (2+2),0 days 20:00:00,03h 59m,0 days 23:59:00,3.9,472.00,5
165,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Gola Bus Service,VE A/C Seater / Sleeper (2+1),0 days 20:00:00,06h 05m,0 days 02:05:00,4.4,399.00,24
166,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Northern Travels,Volvo A/C Semi Sleeper (2+2),0 days 20:00:00,05h 20m,0 days 01:20:00,3.1,450.00,22
167,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),0 days 20:00:00,05h 30m,0 days 01:30:00,4.8,518.00,7
168,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),0 days 20:00:00,05h 05m,0 days 01:05:00,4.8,477.00,16
169,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Lavish Travels,A/C Seater / Sleeper (2+2),0 days 20:05:00,04h 55m,0 days 01:00:00,3.5,472.00,30
170,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),0 days 20:10:00,04h 50m,0 days 01:00:00,5.0,424.00,8
171,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),0 days 20:10:00,05h 00m,0 days 01:10:00,4.6,466.00,19
172,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),0 days 20:15:00,04h 55m,0 days 01:10:00,3.8,564.00,29
173,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),0 days 20:15:00,04h 30m,0 days 00:45:00,3.5,540.00,29
174,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),0 days 20:30:00,04h 40m,0 days 01:10:00,5.0,527.00,16
175,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),0 days 20:30:00,05h 15m,0 days 01:45:00,4.9,466.00,14
176,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,PAL Travel Lines,Scania A/C Semi Sleeper (2+2),0 days 20:35:00,04h 30m,0 days 01:05:00,3.0,584.00,31
177,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 21:00:00,05h 30m,0 days 02:30:00,3.9,462.00,27
178,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),0 days 21:00:00,04h 45m,0 days 01:45:00,5.0,585.00,24
179,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),0 days 21:00:00,05h 00m,0 days 02:00:00,4.2,463.00,4
180,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),0 days 21:25:00,04h 25m,0 days 01:50:00,5.0,438.00,10
181,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),0 days 21:30:00,04h 45m,0 days 02:15:00,3.0,584.00,13
182,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),0 days 21:45:00,04h 45m,0 days 02:30:00,4.9,468.00,20
183,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),0 days 21:45:00,04h 30m,0 days 02:15:00,4.9,453.00,23
184,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),0 days 21:50:00,04h 40m,0 days 02:30:00,4.3,500.00,9
185,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 21:50:00,05h 45m,0 days 03:35:00,4.5,349.00,6
186,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 21:55:00,05h 55m,0 days 03:50:00,4.3,502.00,16
187,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),0 days 21:55:00,05h 05m,0 days 03:00:00,4.8,333.00,10
188,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 22:00:00,04h 50m,0 days 02:50:00,4.8,474.00,8
189,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 22:00:00,05h 20m,0 days 03:20:00,4.9,474.00,25
190,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 22:00:00,05h 15m,0 days 03:15:00,4.3,399.00,10
191,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 22:00:00,05h 15m,0 days 03:15:00,4.2,356.00,34
192,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),0 days 22:05:00,04h 40m,0 days 02:45:00,4.9,417.00,11
193,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Travel Point,A/C Seater / Sleeper (2+2),0 days 22:30:00,05h 45m,0 days 04:15:00,3.5,528.00,37
194,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Apex Bus Travels,A/C Seater / Sleeper (2+2),0 days 22:30:00,04h 30m,0 days 03:00:00,3.4,549.00,40
195,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 22:40:00,04h 20m,0 days 03:00:00,3.6,495.00,30
196,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),0 days 22:40:00,05h 10m,0 days 03:50:00,4.7,474.00,34
197,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Scania A/C Semi Sleeper (2+2),0 days 22:50:00,04h 45m,0 days 03:35:00,4.7,445.00,23
198,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),0 days 22:50:00,05h 15m,0 days 04:05:00,3.8,599.00,20
199,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),0 days 22:55:00,05h 20m,0 days 04:15:00,4.7,450.00,11
200,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 23:00:00,04h 15m,0 days 03:15:00,3.6,540.00,24
201,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Yolo Bus,Scania Multi-Axle AC Semi Sleeper (2+2),0 days 23:00:00,04h 24m,0 days 03:24:00,4.6,600.00,32
202,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 23:00:00,04h 30m,0 days 03:30:00,4.1,540.00,25
203,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,VE A/C Sleeper (2+1),0 days 23:00:00,05h 15m,0 days 04:15:00,4.6,570.00,7
204,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),0 days 23:00:00,05h 20m,0 days 04:20:00,4.6,617.00,27
205,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),0 days 23:00:00,04h 50m,0 days 03:50:00,5.0,477.00,11
206,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 23:00:00,05h 35m,0 days 04:35:00,3.8,356.00,41
207,Yamuna Nagar to Chandigarh,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Zimindara Travels,AC Sleeper (2+1),0 days 20:30:00,02h 00m,0 days 22:30:00,4.1,574.00,30
208,Yamuna Nagar to Chandigarh,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),0 days 20:40:00,02h 50m,0 days 23:30:00,3.7,750.00,9
209,Yamuna Nagar to Chandigarh,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 22:20:00,02h 00m,0 days 00:20:00,3.6,900.00,7
210,Yamuna Nagar to Chandigarh,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Abhimanyu Tours and Travels,AshokLeyland Stile A/C,0 days 21:10:00,01h 10m,0 days 22:20:00,2.8,800.00,22
211,Yamuna Nagar to Chandigarh,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,New Pal Travels,A/C Sleeper (2+2),0 days 22:30:00,01h 35m,0 days 00:05:00,3.5,945.00,1
212,Yamuna Nagar to Chandigarh,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Amit Travels,A/C Seater / Sleeper (2+1),0 days 22:50:00,02h 40m,0 days 01:30:00,1.7,799.00,40
213,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1223,Ordinary 3+2 Non AC Seater,0 days 01:30:00,04h 00m,0 days 05:30:00,3.9,242.00,27
214,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 373,Ordinary 3+2 Non AC Seater,0 days 04:30:00,04h 30m,0 days 09:00:00,3.5,238.00,27
215,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 2040084,Ordinary 3+2 Non AC Seater,0 days 04:36:00,03h 54m,0 days 08:30:00,3.9,247.00,27
216,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1513,Ordinary 3+2 Non AC Seater,0 days 04:40:00,04h 20m,0 days 09:00:00,3.9,242.00,27
217,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1730,Ordinary 3+2 Non AC Seater,0 days 06:12:00,04h 03m,0 days 10:15:00,3.8,242.00,27
218,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 2030259,Ordinary 3+2 Non AC Seater,0 days 06:24:00,04h 06m,0 days 10:30:00,3.9,236.00,37
219,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1726,Ordinary 3+2 Non AC Seater,0 days 06:36:00,04h 54m,0 days 11:30:00,3.9,249.00,37
220,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 388,Ordinary 3+2 Non AC Seater,0 days 07:42:00,03h 58m,0 days 11:40:00,3.9,242.00,27
221,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 175,Ordinary 3+2 Non AC Seater,0 days 07:48:00,04h 02m,0 days 11:50:00,3.4,240.00,27
222,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 2030256,Ordinary 3+2 Non AC Seater,0 days 11:12:00,04h 38m,0 days 15:50:00,3.9,236.00,37
223,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1550,Ordinary 3+2 Non AC Seater,0 days 11:36:00,04h 09m,0 days 15:45:00,3.3,237.00,37
224,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 146,Ordinary 3+2 Non AC Seater,0 days 11:48:00,04h 12m,0 days 16:00:00,3.9,241.00,37
225,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 335,Ordinary 3+2 Non AC Seater,0 days 11:54:00,05h 36m,0 days 17:30:00,3.9,242.00,37
226,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1551,Ordinary 3+2 Non AC Seater,0 days 12:30:00,04h 09m,0 days 16:39:00,3.9,237.00,47
227,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1552,Ordinary 3+2 Non AC Seater,0 days 13:54:00,04h 09m,0 days 18:03:00,2.0,237.00,37
228,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 159,Ordinary 3+2 Non AC Seater,0 days 14:06:00,03h 54m,0 days 18:00:00,4.3,240.00,29
229,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1556,Ordinary 3+2 Non AC Seater,0 days 14:48:00,04h 12m,0 days 19:00:00,3.9,237.00,37
230,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 126,Ordinary 3+2 Non AC Seater,0 days 15:15:00,04h 30m,0 days 19:45:00,3.9,237.00,37
231,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1553,Ordinary 3+2 Non AC Seater,0 days 16:40:00,04h 09m,0 days 20:49:00,3.9,237.00,47
232,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 515,Ordinary 3+2 Non AC Seater,0 days 17:30:00,05h 20m,0 days 22:50:00,3.9,237.00,37
233,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1509,Ordinary 3+2 Non AC Seater,0 days 18:00:00,04h 30m,0 days 22:30:00,3.9,242.00,29
234,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 63,Himsuta AC Seater Volvo/Scania 2+2,0 days 18:10:00,04h 20m,0 days 22:30:00,4.0,384.00,34
235,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 6707,Ordinary 3+2 Non AC Seater,0 days 18:30:00,04h 30m,0 days 23:00:00,3.9,240.00,37
236,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1512,Ordinary 3+2 Non AC Seater,0 days 19:00:00,04h 30m,0 days 23:30:00,3.9,240.00,37
237,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 137,Ordinary 3+2 Non AC Seater,0 days 19:30:00,04h 40m,0 days 00:10:00,3.9,237.00,37
238,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,HRTC - 1510,Ordinary 3+2 Non AC Seater,0 days 20:00:00,04h 30m,0 days 00:30:00,3.9,240.00,35
239,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,RSRTC - 192344,Super Luxury Volvo AC Seater Pushback 2+2,0 days 10:30:00,03h 30m,0 days 14:00:00,3.6,432.00,34
240,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),0 days 03:50:00,04h 10m,0 days 08:00:00,4.4,477.00,11
241,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),0 days 04:15:00,03h 10m,0 days 07:25:00,4.4,271.00,10
242,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),0 days 04:30:00,03h 30m,0 days 08:00:00,4.2,399.00,39
243,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),0 days 04:30:00,03h 15m,0 days 07:45:00,4.0,523.00,16
244,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),0 days 04:35:00,03h 25m,0 days 08:00:00,3.6,399.00,45
245,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),0 days 04:40:00,03h 05m,0 days 07:45:00,4.1,523.00,16
246,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),0 days 04:45:00,02h 55m,0 days 07:40:00,3.9,509.00,28
247,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),0 days 04:55:00,02h 45m,0 days 07:40:00,3.9,509.00,29
248,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,FlixBus,A/C Seater (2+2),0 days 11:30:00,04h 30m,0 days 16:00:00,3.7,157.00,41
249,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 03:15:00,03h 15m,0 days 06:30:00,2.6,540.00,24
250,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 03:30:00,03h 00m,0 days 06:30:00,2.9,540.00,26
